abbr	len	ambiguous	raw	marked	unmarked	ctx1	ctx2	ctx3
Declin.	7		31	0	31	x> <lex>f.</lex> {#A#} <is>gaṇa</is> {#sarvAdi#}; Declin. <ls>P. 1,1,36.</ls> <ls n="P.">7,1,76.</ls> <ls>V	x> <lex>f.</lex> {#A#} <is>gaṇa</is> {#sarvAdi#}; Declin. <ls>P. 7,1,25.</ls> <ls>VOP. 3,9.</ls> <ls n="VOP	, <lex>n.</lex> {#anyatarad#} <ls>P. 7,1,25.</ls> Declin. <ls>VOP. 3,9.</ls> <ls n="VOP. 3,">88.</ls> {%ein
Rec.	4		31	0	31	1>atikulva<k2>a/tikulva {#a/tikulva#}¦ (<ls>KĀṆVA-Rec.</ls> {#a/tikUlva#}) <lex>adj.</lex> {%allzu kahl%	toH pra kzatramatramApnoti#} (die <ls>MĀDHYAṂDINA-Rec.</ls> [<ls>ŚAT. BR. 14,8,14,4.</ls>] : {#pra kzatr	pAhi#} <ls>VS. 3,37.</ls> (fehlt in der <ls>KĀṆVA-Rec.</ls> und im <ls>ŚAT. BR.</ls>) eben so <ls>ĀŚV. Ś
Decl.	5		30	0	30	#} klass. <ls>Uṇ. 1,156.</ls> <ls>ŚĀNT. 2,5.</ls> Decl. <ls>P. 7,1,21.</ls> <ls n="P. 7,">2,84.</ls> <ls>	iv n="1"> 1) <lex>adj.</lex> <lex>f.</lex> {#A#}, Decl. <ls>P. 1,1,34.</ls> <ls n="P.">7,1,16.</ls> <ls>V	</lex> {#katamad#} <ls>P. 7,1,25.</ls> Pronominal-Decl. <is>gaṇa</is> {#sarvAdi#} zu <ls>P. 1,1,27.</ls> 
Personif.	9		30	0	30	tInAM pravartaka (kfzRa)#} <ls>MBH. 3,15530.</ls> Personif. eine Tochter von <is>Manu</is> <is>Svāyaṃbhuva</i	. 101.</ls> {#candrakalA#} <ls>KATHĀS. 1,39.</ls> Personif. eine Tochter <is>Kardama's</is> und Gemahlin [Pag	tavArAhakalpa#} des 51sten Jahres begonnen haben. Personif. ist der <is>Kalpa</is> wie der <is>Saṃvatsara</is
Verbind.	8		30	0	30	"AV.">9,7,18.</ls> u.s.w. (m. nur in der gezwung. Verbind. <ls>AV. 9,65,3</ls> : {#tasmA^ a\Bro Bava\nhiM kf	[Page1-1097] Wir haben uns folg. Stellen für eine Verbind. von {#ena#} mit einem subst. aufgezeichnet: <ls>B	kann {#kadadAH#} kaum etwas Anderes sein als eine Verbind. von {#kad#} mit der 2. sg. aor. von {#dA, dadAti#
ger.	4		30	0	30	 n="NAIGH. 2,">5.</ls> die Bedeutungen: {%Arm, Finger.%} Im comp. {#anaBISu, smadaBISu, svaBISu, hiraRyA	/ls> <ls>VOP. 8,88.</ls> <ls n="VOP. 8,">93.</ls> ger. {#ftvA#}; partic. praes. {#arARa/#} (in Verbindun	s>NAIGH. 2,5</ls> {#a\vana^yaH = aNgulayaH#} {%Finger.%} <LEND>  <L>6418<pc>1-0479<k1>avanipati<k2>avani
transit.	8		30	0	30	a(!) lokAnnu sfjA iti#} <ls>AIT. UP. 1,1. 3.</ls> transit. {%schauen, wahrnehmen, bemerken%}: {#sarvaBUtasTa	T. BR. 2,3.</ls> Nach <ls>DHĀTUP. 26,117</ls> mit transit. (caus.) Bed.: {#kfSyati candraM kfzRapakzaH#} {%d	{#'narhAn#} <ls n="MBH. 3,">60.</ls> Das act. mit transit. Bed. {%Schmerz bereiten%}: {#kliSyannivAsya Bujam
verb. fin.	10		30	0	30	anya — anya#} {%der eine — der andere%} (das 1ste verb. fin. kann den Ton erhalten <ls>P. 8,1,65.</ls>): {#tay	V.">2,3,3.</ls> <ls n="ṚV.">5,7,2.</ls> statt des verb. fin. <ls>P. 3,2,133.</ls> {#arhanniha BavAnvidyAm#} <l	va#}) ist {#kutsanABIkzRyayoH#} tonlos nach einem verb. fin., während dieses seinen Ton bewahrt, <is>gaṇa</is>
Pers.	5		29	0	29	LS.</ls> {%Cassia Fistula (Cathartocarpus Fistula Pers.%}). <LEND>  <L>2197<pc>1-0164<k1>aDveSa<k2>aDveSa	,5,15.</ls> <div n="3">— γ) {%Sesbania aegyptiaca Pers.%}, ein kleiner Baum, <ls>H. an.</ls> <ls>MED. S.<	 {#jayantI#}) <lex>f.</lex> {%Sesbania aegyptiaca Pers.%}, ein schöner Baum, <ls>ŚABDAC.</ls> im <ls>ŚKDR
relat.	6		29	0	29	 u. 3. <div n="1">— 3) von der Zeit: {%dann%} (correlat. von {#yad, yadi): ata^Sci\dindra\H sada^so\ varI^	5.</ls> <ls n="VID.">322.</ls> Einem {#api#} beim relat. entspricht ein zweites {#api#} beim demonstr.: {#	aH#} <ls n="HIT.">I,30.</ls> Auf ein {#api#} beim relat. folgt ein {#api#} beim demonstr.: {#api yatsukara
collect.	8		27	0	27	<div n="2"> a) {%lebendes Wesen, Mensch%}; häufig collect. {%die Gesammtheit der Lebenden, Menschheit%} <ls>	aufzufassen. <div n="2">— b) {%Sohn, Nachkomme%}; collect. {%Nachkommenschaft%}: {#mA #} [Page1-0678] {# na^	x> (das Individuum) <lex>n.</lex> (das Genus oder collect., [Page1-1082] daher immer sg.) {%Einhufer%}: {#ek
vor.	4		27	0	27	456.</ls> — Es kommt auch die Schreibart {#aMsa#} vor. <LEND>  <L>8<pc>1-0004<k1>aMSa<k2>aMSa<h>2 2. {#a	ch bei <ls>H.</ls> als Bezeichnung des {%Baumes%} vor.</F> <div n="v">— Vgl. {#aga, agama#} und {#naga#}	 Scholien zu <ls>H.</ls> heben das kurze {#a#} hervor.</F> {#brAhmaRyAH — agAra etAM rAtrIM vaset#} <ls>
Gr.	3	Y	26	0	26	igen <is>Bṛhaspati</is> — Cyclus, <ls>CSOMA, Tib. Gr. 151.</ls> <div n="1">— 3) <lex>f.</lex> {#˚yA#} {	 von {#aSIti#} zu {#azwan#} {%acht%} s. <ls>BENF. Gr. 322.</ls> <LEND>  <L>6924<pc>1-0513<k1>aSItika<k2	ch.</ls>: {#asmi ahamityarTAvyayam#}; <ls>COLEBR. Gr. p. 125</ls> wird ein Beispiel {#[tvAmasmi vacmi]#
Uneig.	6		25	0	25	apotramaRqalEH (varAhayUTaH)#} <ls>ṚT. 1,17.</ls> Uneig.: {#kAntAkawAkzaviSiKA na Kananti yasya cittam#} <	/ls> {#dUre pAnIyagocarAH#} <ls n="SUŚR.">5.</ls> Uneig.: {#yOvana˚#} {%im Jünglingsalter stehend%} <ls>MB	IT. I,45.</ls> {#nakzatra˚#} <ls>R. 5,73,58.</ls> Uneig.: {#gAQOzWagrahapIqana#} <ls>AMAR. 72.</ls> <LEND>
gew.	4		25	0	25	>imaka {#imaka#}¦ demin. von {#ima#} wird wie ein gew. nom. durch alle casus mit Ausnahme des nom. sg. (	,133.</ls> <ls>MED. ṇ. 3.</ls> <ls>SIDDH. K.</ls> gew. pl. {#u\ta sma\ te paru^zRyA\mUrRA^ vasata Su\nDy	 Commentars zu <ls>YĀJÑAVALKYA'S</ls> Gesetzbuch, gew. abgekürzt <ls>MITĀKṢARĀ</ls> genannt, <ls>Verz. d
praepp.	7		25	0	25	} schliesst sich theils allein, theils mit andern praepp. an eine grosse Anzahl von Verbalwurzeln an. Nicht	5.</ls> <ls n="VOP.">11,5.</ls> In Verbindung mit praepp. act. med. <ls>P. 1,3,29</ls>, <is>Vārtt</is>. 3. 	Verstärkung oder näheren Bestimmung verschiedener praepp. dienend; bei {#antar#} <ls>ṚV. 9,67,23.</ls> {#aD
prec.	5		25	0	25	nta#}; conj. 3. sg. {#Arata#}; fut. {#arizyati#}; prec. {#aryAt#} <ls>P. 7,4,29.</ls> <ls>VOP. 8,88.</ls>	71</ls>, <ls>Sch.</ls> {#AnfDe#}, aor. {#f/Dat#}, prec. {#fDyA/sam#} . <div n="1"> 1) {%Gelingen —, Wohle	en solche Personalendungen (wie des perf. und des prec.) und Suffixe, welche unmittelbar oder nur vermitt
concr.	6		24	0	24	<lex>m.</lex> {%Anfügung von hinten%} (abstr. und concr.) <ls>P. 1,3,63.</ls> <ls n="P.">3,4,4.</ls> <ls n	ls>ŚABDAR.</ls> im <ls>ŚKDR.</ls> <div n="1">— 3) concr. {%überlegen, übermächtig%}: {#vfza^Ram#} <ls>ṚV. 	,5.</ls> <ls n="ṚV. 10,">84,3.</ls> Weit häufiger concr. {%Nachsteller, Angreifer%} (m. {%Feind%} <ls>H. 7
folg. W.	8		24	0	24	>H. 695</ls>, <ls>Sch.</ls> <div n="v">— Vgl. das folg. W. <LEND>  <L>5954<pc>1-0443<k1>arDacakrin<k2>arDaca	älfte des ganzen Tages einnehmende Nacht%}, s. d. folg. W. <LEND>  <L>5986<pc>1-0444<k1>arDarAtrArDadivasa<k	BO ..#} <ls>R. 2,60,18.</ls> <div n="v">— Vgl. d. folg. W. <LEND>  <L>6095<pc>1-0456<k1>alaktaka<k2>alaktaka
folgg.	6		24	0	24	59,23.</ls> <div n="v">— Vgl. {#anamIva#} und die folgg. compp. <LEND>  <L>5172<pc>1-0376<k1>amIvacAtana<k	tischen Kategorie angepasster Naturlaut. Vgl. die folgg. Ww. <LEND>  <L>5295<pc>1-0386<k1>ambAqA<k2>ambAqA	eich%} <ls>TRIK. 3,2,4.</ls> <div n="v">— Vgl. d. folgg. Ww. <LEND>  <L>7301<pc>1-0546<k1>asadgrahin<k2>as
sog.	4		24	0	24	imosa Catechu%} ({#KadirasAra#}), aus welchem die sog. {%Terra japonica%} bereitet wird, <ls>ŚKDR.</ls> 	icitAnmukuwAniva#} <ls>MBH. 3,11587.</ls> von der sog. Haube der Brillenschlange: {#PawAwopo BayaMkaraH#	 den {#kaWAH#} zu erinnern. <div n="1">— 2) {%die sog. Haube der Brillenschlange.%} <div n="1">— 3) {%ei
var.	4		24	0	24	devAH#} <ls n="ṚV. 10,">85,23.</ls>; vgl. mit der var. l. in <ls>AV. 14,1,34.</ls> Diese appell. Bedeutu	r {#ukTa#} . <div n="1">— 3) <lex>m.</lex> N. pr. var. l. für {#uzRa#} <ls>BHĀG. P.</ls> im <ls>VP. 461,	x>m.</lex> N. einer Gottheit <ls>LALIT. 267</ls> (var. l. {#utkali#}). <LEND>  <L>10858<pc>1-0886<k1>utK
copul.	6		23	0	23	7,15.</ls> <ls n="R.">2,10,36.</ls> Am Ende einer copul. Zusamm.: {#gardaBAjAvikAnAm#} <ls>M. 8,298.</ls> 	s> <ls>MBH. 16,30.</ls> <ls>M. 11,95</ls> (n. als copul. comp. gedeutet). {#maDvAsava#} (von den Lexicogra	ŚR. 3,">4,6.</ls> {#iqAprASitra/#} <lex>n.</lex> (copul.) <ls>ŚAT. BR. 2,6,1,33.</ls> [Page1-0783] {#IqAnt
part. fut. pass.	16		23	0	23	>agohya<k2>a/gohya {#a/gohya#}¦ (3. {#a + gohya#} part. fut. pass. von {#guh#}) <lex>adj.</lex> {%nicht zu verhüllen	545<pc>1-0108<k1>attavya<k2>attavya {#attavya#}¦ (part. fut. pass. von 1. {#ad#}) {%zu essen, zu geniessen%}: {#tadb	-0157<k1>aDyayanIya<k2>aDyayanIya {#aDyayanIya#}¦ part. fut. pass. von {#i#} mit {#aDi#} <ls>VOP. 26,25.</ls> <LEND>
perisp.	7		23	0	23	 n="ŚAT. BR. 3,2,1,">27.</ls> Im <ls>AV.</ls> als perisp.: {#dOzva^pnya\M dOrjI^vitya\M rakzo^ a\Bva^marA\y	/ls> (so betont auch <ls>TS.</ls>). <lex>n.</lex> perisp. {%res familiaris%}: {#yasmE\ DAyu\rada^DA\ martyA	/ls> <div n="1">— 2) <lex>m.</lex> <div n="2"> a) perisp. {%ein best. kühler Monat, der zweite Monat der zw
praed.	6		23	0	23	ls> <ls>RAGH. 2,50.</ls> <ls>VET. 16,19.</ls> das praed. durch {#iti#} hervorgehoben: {#ajYaM hi bAlamityA	aSaguRaM PalaM prAhuH#} <ls>MBH. 3,4069.</ls> das praed. durch {#iti#} hervorgehoben: {#kEvartamiti yaM pr	zung ist mannigf. Art: <div n="2"> a) ein mit dem praed. congruirendes partic., <lex>adj.</lex> oder subst
var. l.	7		23	1	22	devAH#} <ls n="ṚV. 10,">85,23.</ls>; vgl. mit der var. l. in <ls>AV. 14,1,34.</ls> Diese appell. Bedeutung 	r {#ukTa#} . <div n="1">— 3) <lex>m.</lex> N. pr. var. l. für {#uzRa#} <ls>BHĀG. P.</ls> im <ls>VP. 461, N.	x>m.</lex> N. einer Gottheit <ls>LALIT. 267</ls> (var. l. {#utkali#}). <LEND>  <L>10858<pc>1-0886<k1>utKalA
advv.	5		22	0	22	e Grammatiker. Die copula verbindet sich auch mit advv.: {#tUzRImAsIt#} <ls>MBH. 3,4041.</ls> {#tAByaH — 	70,3.</ls> <div n="p">— {#api#} mit loc. oder Ortsadvv. <div n="1"> 1) {%in Etwas sein, nahe zusammengehö	>uBayAkarRi/ {#uBayAkarRi/#}¦ und {#uBayAYjali/#} advv. von {#uBaya + karRa#} und {#aYjali#} <is>gaṇa</is
coll.	5		22	0	22	n nur das <lex>n.</lex> <div n="2"> a) {%Kraut%}, coll. {%die Gesammtheit der Kräuter%} <ls>KĀTY. ŚR. 4,1	"> a) {%Geschöpf; Mensch; Person, Leute%} (sowohl coll. als im pl.); {%Geschlecht, Stamm%}, = {#prajA, lo	 <ls>P. 5,1,122.</ls> <div n="2">— b) parox. nom. coll. von {#daRqin#} <ls>P. 6,4,164</ls>, <ls>Sch.</ls>
myst.	5		22	0	22	 <ls>Z. f. d. K. d. M. 2,30.</ls> <div n="2">— h) myst. Bezeichnung des {%Buchstabens%} {#u#} <ls>Ind. St	tanu</is> <ls>LIA. I,555, N.</ls> <div n="2">— g) myst. Bezeichnung {%des Doppelconsonanten%} {#kza#} <ls	s> <ls>H. 193</ls>, <ls>Sch.</ls> <div n="2">— m) myst. Bez. des {%Buchstabens m%} <ls>Ind. St. 2,316.</l
zusammeng.	10		22	0	22	5.</ls> wird {#aditi#} etym. mit {#ad#} {%essen%} zusammeng. und mit dem {%Tode%} identificirt: {#sa (mftyuH) 	.</ls> <ls n="ṚV.">8,12,24.</ls> — Wahrscheinlich zusammeng. aus {#antar + Ikza#} von {#Ikz#}, also {%durchsic	ie Speise geniesst oder für die sie bestimmt ist, zusammeng.: {#gaRAnna, gaRikAnna, devAnnAni#} <ls>M. 4,209.<
Erkll.	6		21	0	21	<ls n="M.">10,120</ls> (an beiden Stellen von den Erkll. sehr künstlich gedeutet). <ls>Verz. d. B. H. No. 	pis racemosa Roxb.%}, <ls>BHARATA</ls> und andere Erkll. zu <ls>AK. 2,9,19</ls> im <ls>ŚKDR.</ls> Vgl. {#A	">— 2) = {#asfgDarA#} <ls>BHARATA</ls> und andere Erkll. zu <ls>AK. 2,6,2,13.</ls> <ls>ŚKDR.</ls> <LEND>  
interr.	7		21	0	21	>14149<pc>2-0001<k1>ka<k2>ka<h>1 1. {#ka#}¦ pron. interr. nom. <lex>m.</lex> {#kas#}, <lex>f.</lex> {#kA#},	s n="VOP. 3,">165.</ls> <div n="1"> 1) eig. pron. interr. subst. und <lex>adj.</lex> {%wer, welcher%}: {#ka	ls>MUDRĀR. 134,15.</ls> Ueber diesen Gebrauch des interr. mit und ohne {#iti#} s. <ls>BÖHTL.</ls> zu <ls>ŚĀ
onomat.	7		21	0	21	>9879<pc>1-0747<k1>Ahalak<k2>Aha/lak {#Aha/lak#}¦ onomat. für einen schmatzenden, schnalzenden Ton <ls>VS. 	5<pc>2-0022<k1>kawakawA<k2>kawakawA {#kawakawA#}¦ onomat. vom Geräusch {%des Aneinanderreibens%}: {#muzwiBi	>2-0282<k1>kiwakiwAy<k2>kiwakiwAy {#kiwakiwAy#}¦ (onomat.), {#kiwakiwAyate#} {%knirschend reiben%}: {#dantA
philos.	7		21	0	21	itel eines dem <is>Rucidatta</is> zugeschriebenen philos. Werkes <ls>Verz. d. B. H. No. 678.</ls> <LEND>  <	numAna, maRi, dIDiti#}) <lex>f.</lex> Titel eines philos. Werkes. <ls>Verz. d. B. H. No. 650 — 677.</ls> <L	}¦ ({#anyaTA + KyAti#}) <lex>f.</lex> Titel eines philos. Werkes <ls>Verz. d. B. H. No. 679.</ls> <LEND>  <
reflex.	7		21	0	21	 {#dUre prakziptAH#}) <ls>PRAB. 87,18.</ls> pass. reflex. {#paryAsTata#} <ls>P. 3,1,52</ls>, <ls>Sch.</ls> 	{#Atman#}) <lex>adj.</lex> {%eigen%} (pron. poss. reflex. für alle Personen wie das slawische <lang n="Old-	citkArayituM tvayA#} <ls n="MBH.">2,6.</ls> caus. reflex. {#kArayate, acIkarata, akArizwa, akArayizwa#} <ls
nomm.	5		20	0	20	e ausser Gebrauch gekommene Verbalwurzel, die den nomm. {#a/pas#} und {#apa/s#} zu Grunde liegt. <LEND>  	4,96.</ls> <div n="1"> 1) ein an Verbalwurzeln u. nomm. antret. adv. (praep.), {%Erlangung, Verbindung%} 	g mit {#aha#} nur die orthotonirten Formen der pronomm. gebraucht: {#grAmo yuvayoraha#} ({%entweder?%}) {
Erll.	5		19	0	19	>DURGA</ls>, <ls>SĀY.</ls> : {%zermalmend%}; vgl. Erll. zu <ls>NIR. p. 96.</ls> <LEND>  <L>8470<pc>1-0635	, welche das Thieropfer einleiten. <ls>ROTH.</ls> Erll. zu <ls>NIR. 117. 122.</ls> <ls>VS. 19,19.</ls> <l	%} ({#Iqya, Iqita#} u. s. w.; vgl. <ls>ROTH</ls>, Erll. zu <ls>NIR. 8,7</ls>) gerichtet sind. {#i\qo ba\h
Myth.	5		19	0	19	en <ls>VYUTP. 205.</ls> von Dämonen <ls>WOLLHEIM, Myth. 138.</ls> <div n="1">— 2) <lex>m.</lex> <div n="2	</ls> <ls>H. an.</ls> <ls>MED.</ls> <ls>WOLLHEIM, Myth. 106. 109.</ls> des <is>Śiva</is> <ls>VYĀḌI</ls> z	 an.</ls> <ls>MED.</ls> {#˚hAsaka#} <ls>WOLLHEIM, Myth. 57.</ls> <div n="2">— b) N. pr. eines Fürsten <ls
bildl.	6		19	0	19	} {%in die Fusstapfen des Vordermannes tretend%} (bildl.) <ls>PAÑCAT. I,389.</ls> <ls>HIT. I,9.</ls> <div 	bde auf der Schneide eines Schwertes zu stehen%}, bildl. {%ein über alle Maassen schwieriges Vorhaben%}: {	 + Ba˚#}) <lex>m.</lex> {%Furcht vor Schlangen%}, bildl. {%von einer aus Misstrauen gegen die eigenen Unte
d. folg. W.	11		19	0	19	e Hälfte des ganzen Tages einnehmende Nacht%}, s. d. folg. W. <LEND>  <L>5986<pc>1-0444<k1>arDarAtrArDadivasa<k	praBO ..#} <ls>R. 2,60,18.</ls> <div n="v">— Vgl. d. folg. W. <LEND>  <L>6095<pc>1-0456<k1>alaktaka<k2>alaktaka	¦ N. pr. eines Landes <ls>MBH. 3,15244.</ls> Vgl. d. folg. W. und {#ahicCatra#} . <LEND>  <L>7683<pc>1-0574<k1>
imper.	6		19	0	19	. für {#AvapanizkirA#}) ff. zusammenges. aus zwei imper. — Formen der 2ten sg. <is>gaṇa</is> {#mayUravyaMs	te#}) und {#kzuBnA/ti#} (<ls>P. 8,4,39</ls>; aber imper. {#kzuBARa#} <ls>SIDDH. K.</ls> zu d. St.) <ls>DHĀ	#aDanvizus; daDanve/, daDanvire, daDanvaMs#}; der imper. {#Danva#} ist des Metrums wegen {#Daniva#} geschr
zusammenges.	12		19	0	19	D. <is>avy</is>. 2.</ls> Ueber den Accent solcher zusammenges. Wörter s. <ls>P. 6,2,2.</ls> <ls n="P. 6,2,">116.	P. 6,1,207</ls> (nach dem <ls>Sch.</ls> mit {#A#} zusammenges.; vgl. <ls>BHAṬṬ. 7,38</ls> : {#PalAnAmalamASitAH#	L>7554<pc>1-0564<k1>asma<k2>asma<h>1 1. {#asma#}¦ zusammenges. ({#a + sma#}) pron. Stamm der 1sten pl., aus dem 
Acc.	4		18	0	18	ex> {%nicht angemessen, nicht zulassend%} mit dem Acc.: {#a\ka\lpa indra^H prati\mAna\moja\sA#} {%Indra 	"BṚH. ĀR. UP.">4,2,3</ls> : {#vAme 'kziRi)#}; Pl. Acc. {#akzA/Ri#} (nur <ls>ṚV. 7,57,6</ls>; in der ents	 n="?">V.</ab> {#a/kzi#} und {#a/kze#}; Du. N. V. Acc. {#a/kziRI#}, Instr. D. Abl. {#a/kziByAm#}; Pl. N.
Jahrh.	6		18	0	18	) <lex>m.</lex> N. pr. eines Autors aus dem 16ten Jahrh. <lex>n.</lex> <ls>Chr.</ls> <ls>COLEBR. Misc. Ess	}) <lex>m.</lex> N. pr. eines Astronomen im 12ten Jahrh. <lex>n.</lex> <ls>Chr.</ls> <ls>COLEBR. Misc. Ess	d Geschichte der Könige%}, Titel einer im vorigen Jahrh. verfassten Familienchronik der Unterkönige eines 
euphem.	7		18	0	18	(von {#amu#}) adv. {%auf jene Weise, so%}, in der euphem. Redensart mit {#as#} {%sein%}: {#itTaM naH so 'mu	/ls> <ls n="SUŚR.">2,398,18.</ls> <div n="2">— d) euphem. für {%Ausleerung%} <ls>H. an. 3,360.</ls> <ls>MED	2400.</ls> {#ditiH — patim . apatyakAmA cakame#} (euphem. für {%coire%}) {#saMDyAyAM hfcCayArditA#} <ls>BHĀ
Neg.	4		17	0	17	#} <ls n="M.">10,109.</ls> {#na#} (dazwischen das Neg.) {#ca — api ca taTA#} (dazw. das Neg.) {#na#} <ls	wischen das Neg.) {#ca — api ca taTA#} (dazw. das Neg.) {#na#} <ls>N. 8,16.</ls> Ueber die Verbindung mi	RaSabdo naYAdiH#} {%ein Eigenschaftswort, dem die Neg.%} {#a#} {%vorangeht%} <ls>H. 16.</ls> {#marIcyAdI
Redupl.	7		17	0	17	,3,11.</ls> <ls>ŚKDR.</ls> — Wird von {#kaR#} mit Redupl. abgeleitet. <LEND>  <L>14233<pc>2-0014<k1>kaNkaRa	<k2>kanikrada/ {#kanikrada/#}¦ (von {#krand#} mit Redupl.) <lex>adj.</lex> {%wiehernd%} <ls>VS. 13,48.</ls>	dgada<k2>gadgada {#gadgada#}¦ (von 1. {#gad#} mit Redupl.) <lex>adj.</lex> <lex>f.</lex> {#A#} {%stammelnd;
Uebers.	7		17	0	17	f.</lex> N. einer Gottheit <ls>HARIV.</ls> in der Uebers. von <ls>LANGLOIS I,511.</ls> <LEND>  <L>5434<pc>1	,16. fgg.</ls> <ls>HESSLER'S</ls> Tabellen in der Uebers. des <ls>SUŚR.</ls> <ls>GARBHOP.</ls> in <ls>Ind. 	/ls> <ls>PRAB. 53,5. fgg.</ls> (vgl. die deutsche Uebers. S. 172. fg.). <ls>KATHĀS. 26,248.</ls> {#DftakApA
appell.	7		17	0	17	l. mit der var. l. in <ls>AV. 14,1,34.</ls> Diese appell. Bedeutung greift an vielen Stellen über in die fo	aM ve\SaM na\mramA\yave^ 'karam#} (hier wäre eine appell. Auffassung zulässig) <ls>ṚV. 10,49,5.</ls> <div n	 tvAdadanta#} (hier verlangt der zusammenhang die appell. Deutung, wenngleich im folg. Verse <is>Vasiṣṭha's
priv.	5		17	0	17	 die wie das griech. <lang n="greek">ἀ, ἀν</lang> priv., das lat. {%in%} und deutsche {%un%} nur in Verbi	as Vollbringen%}, nur in Verbindung mit dem {#a#} priv.; s. {#akaraRi#} . <LEND>  <L>15116<pc>2-0108<k1>k	(von {#gatI = gati#}) in Verbindung mit dem {#A#} priv. <lex>adj.</lex> <lex>f.</lex> {#A#} {%nicht gangb
Zusammens.	10		16	0	16	tanUnapAt, apAM napAt, narASaMsa#} . Erscheint in Zusammens. mit andern Göttern: {#agnAmarutO, agnAvizRU, agnI	>2.</ls> <ls>H. 592.</ls> <ls>AV. 5,3,11.</ls> In Zusammens. s. {#anaNguri, paYcANguri, svaNguri#} . <div n="v	}¦ (von {#aNgula#}) am Ende einer <lex>adj.</lex> Zusammens.: so und so viele {%Daumenbreiten messend%}: {#zoq
astron.	7		16	0	16	 H. No. 940.</ls> <ls>WEBER, Lit. 237.</ls> eines astron. Werkes <ls>Ind. St. II,247.</ls> eines Werkes übe	s> <div n="1">— 2) <lex>m.</lex> {%Declination%} (astron.), <ls>ŚKDR.</ls> : {#krAntiH . iti sidDAntaSiroma	>Apoklima<k2>Apoklima {#Apoklima#}¦ <lex>n.</lex> astron. = <lang n="greek">ἀπόκλιμα</lang> <ls>WEBER, Lit.
entspr.	7		16	0	16	%am Feuer befindlich%} <ls>AV. 8,4,2</ls> (an der entspr. Stelle des <ls>ṚV.</ls> : {#agnivAn#}; vgl. <ls>P	itzstrahl verwirrt%} <ls>AV. 6,67,2.</ls> (an der entspr. Stelle im <ls>SV.</ls> : {#agninunna#}). <LEND>  	sses Unglück%} <ls>ŚĀK. CH. 140,15</ls>; vgl. die entspr. <is>Prākṛt</is>- Form {#accAhida#} <ls>ŚĀK. 12,18
pos.	4		16	0	16	sminnavasTAntare#} <ls>AMAR. 20.</ls> Folgt als Appos.: {#avidyAyAmantare vartamAnAH#} <ls>KAṬHOP. 2,5.<	} (sc. {#mokzAt) vijYAnaM SilpaSAstrayoH#} (als appos. von {#anyatra#}) <ls>AK. 1,1,4,15.</ls> {#nAnyatr	annehmbarer.%} Compar. von einem nicht erhaltenen pos., der wohl zu 1. {#aS#} zu ziehen ist. <LEND>  <L>
Handschrr.	10		15	0	15	7,2,10</ls> = <ls>BṚH. ĀR. UP. 4,4,7.</ls> In den Handschrr. {#nirlvayanI#}, das Wort stammt aber von {#vlI#} 	 Ruhe kommen%}: {#tizWa^te\laya^tA\#} (so mehrere Handschrr., auch <ls>AV. 1,17,4</ls>; <ls>MÜLLER</ls> schrei	 BR. 8,9</ls> ungeachtet der Uebereinstimmung der Handschrr. und des Comment. augenscheinliche Verderbniss aus
angebl.	7		15	0	15	örper oder der Person%} (bei den <is>Jaina</is>); angebl. {%das, was das Leben%} ({#Ayus#}) {%verkündet%} (	ben) <div n="1"> 1) <lex>adj.</lex> = {#AraRya#}, angebl. nur in Verbindung mit {#aDyAya, gomaya, nyAya, pa	 {#elayati#} <ls>P. 3,1,51.</ls> {#kAmamElayIt#} (angebl. ved. aor., entsprechend dem klass. {#Elilat#}) <l
versch.	7		15	0	15	Ṛṣi</is> <ls>AIT. BR. 7,34.</ls> König der Manen, versch. <ls>PUR.</ls> im <ls>VP. 153, N. 1.</ls> ein <is>	R.</ls> <ls>MIT. 142,7.</ls> <ls>HARIV. 165.</ls> versch. <ls>PUR.</ls> in <ls>VP. 121, N. 17.</ls> ein Bei	/is> <ls n="VP.">465.</ls> <is>Sindhudvīpa's</is> versch. <ls>PUR. 379, N. 8.</ls>  <ls>LIA. I, Anh. IX, N.
zusammen.	9		15	0	15	s>MED. <is>avy</is>. 18.</ls> <ls>VOP. 5,7.</ls>) zusammen. Vgl. {#anyatra#} in der Bed. {%ausser.%} <div n="	} . In dieser Bedeutung fällt {#api#} mit {#eva#} zusammen. <div n="1">— 7) {%wenigstens%}: {#yadi vA DanaM n	esem Falle fällt {#iva#} beinahe ganz mit {#eva#} zusammen. <div n="v">— Vgl. {#atIva#} und {#itIva#} u. {#it
Berl.	5		14	0	14	AŚ. 8,11.</ls> <ls>NĀRADA'S DHARMAŚ. 8,a</ls> der Berl. Hdschr. (nach <ls>STENZLER</ls>). <LEND>  <L>4680	. 1,350,10. 345,16. 346,9.</ls> {#bfhatIdvayam#} (Berl. Mpt) <ls n="SUŚR.">356,15.</ls> <div n="2">— d) {	%} <ls>SUŚR. 1,327,14</ls> {#(viBajati#} v.l. der Berl. Hdschr.). <div n="p">— {#pravi#} {%theilen, schei
